,0,1,2,3
139,128.0,64.0,16.0,0.25
140,128.0,64.0,8.0,128.0
141,128.0,64.0,8.0,64.0
142,128.0,64.0,8.0,32.0
143,128.0,64.0,8.0,16.0
144,128.0,64.0,8.0,8.0
145,128.0,64.0,8.0,4.0
146,128.0,64.0,8.0,2.0
147,128.0,64.0,8.0,1.0
148,128.0,64.0,8.0,0.5
149,128.0,64.0,8.0,0.25
150,128.0,64.0,4.0,128.0
151,128.0,64.0,4.0,64.0
152,128.0,64.0,4.0,32.0
153,128.0,64.0,4.0,16.0
154,128.0,64.0,4.0,8.0
155,128.0,64.0,4.0,4.0
156,128.0,64.0,4.0,2.0
157,128.0,64.0,4.0,1.0
158,128.0,64.0,4.0,0.5
159,128.0,64.0,4.0,0.25
160,128.0,64.0,2.0,128.0
161,128.0,64.0,2.0,64.0
162,128.0,64.0,2.0,32.0
163,128.0,64.0,2.0,16.0
164,128.0,64.0,2.0,8.0
165,128.0,64.0,2.0,4.0
166,128.0,64.0,2.0,2.0
167,128.0,64.0,2.0,1.0
168,128.0,64.0,2.0,0.5
169,128.0,64.0,2.0,0.25
170,128.0,64.0,1.0,128.0
171,128.0,64.0,1.0,64.0
172,128.0,64.0,1.0,32.0
173,128.0,64.0,1.0,16.0
174,128.0,64.0,1.0,8.0
175,128.0,64.0,1.0,4.0
176,128.0,64.0,1.0,2.0
177,128.0,64.0,1.0,1.0
178,128.0,64.0,1.0,0.5
179,128.0,64.0,1.0,0.25
180,128.0,64.0,0.5,128.0
181,128.0,64.0,0.5,64.0
182,128.0,64.0,0.5,32.0
183,128.0,64.0,0.5,16.0
184,128.0,64.0,0.5,8.0
185,128.0,64.0,0.5,4.0
186,128.0,64.0,0.5,2.0
187,128.0,64.0,0.5,1.0
188,128.0,64.0,0.5,0.5
189,128.0,64.0,0.5,0.25
190,128.0,64.0,0.25,128.0
191,128.0,64.0,0.25,64.0
192,128.0,64.0,0.25,32.0
193,128.0,64.0,0.25,16.0
194,128.0,64.0,0.25,8.0
195,128.0,64.0,0.25,4.0
196,128.0,64.0,0.25,2.0
197,128.0,64.0,0.25,1.0
198,128.0,64.0,0.25,0.5
199,128.0,64.0,0.25,0.25
200,128.0,32.0,128.0,128.0
201,128.0,32.0,128.0,64.0
202,128.0,32.0,128.0,32.0
203,128.0,32.0,128.0,16.0
204,128.0,32.0,128.0,8.0
205,128.0,32.0,128.0,4.0
206,128.0,32.0,128.0,2.0
207,128.0,32.0,128.0,1.0
208,128.0,32.0,128.0,0.5
209,128.0,32.0,128.0,0.25
210,128.0,32.0,64.0,128.0
211,128.0,32.0,64.0,64.0
212,128.0,32.0,64.0,32.0
213,128.0,32.0,64.0,16.0
214,128.0,32.0,64.0,8.0
215,128.0,32.0,64.0,4.0
216,128.0,32.0,64.0,2.0
217,128.0,32.0,64.0,1.0
218,128.0,32.0,64.0,0.5
219,128.0,32.0,64.0,0.25
220,128.0,32.0,32.0,128.0
221,128.0,32.0,32.0,64.0
222,128.0,32.0,32.0,32.0
223,128.0,32.0,32.0,16.0
224,128.0,32.0,32.0,8.0
225,128.0,32.0,32.0,4.0
226,128.0,32.0,32.0,2.0
227,128.0,32.0,32.0,1.0
228,128.0,32.0,32.0,0.5
229,128.0,32.0,32.0,0.25
230,128.0,32.0,16.0,128.0
231,128.0,32.0,16.0,64.0
232,128.0,32.0,16.0,32.0
233,128.0,32.0,16.0,16.0
234,128.0,32.0,16.0,8.0
235,128.0,32.0,16.0,4.0
236,128.0,32.0,16.0,2.0
237,128.0,32.0,16.0,1.0
238,128.0,32.0,16.0,0.5
239,128.0,32.0,16.0,0.25
240,128.0,32.0,8.0,128.0
241,128.0,32.0,8.0,64.0
242,128.0,32.0,8.0,32.0
243,128.0,32.0,8.0,16.0
244,128.0,32.0,8.0,8.0
245,128.0,32.0,8.0,4.0
246,128.0,32.0,8.0,2.0
247,128.0,32.0,8.0,1.0
248,128.0,32.0,8.0,0.5
249,128.0,32.0,8.0,0.25
250,128.0,32.0,4.0,128.0
251,128.0,32.0,4.0,64.0
252,128.0,32.0,4.0,32.0
253,128.0,32.0,4.0,16.0
254,128.0,32.0,4.0,8.0
255,128.0,32.0,4.0,4.0
256,128.0,32.0,4.0,2.0
257,128.0,32.0,4.0,1.0
258,128.0,32.0,4.0,0.5
259,128.0,32.0,4.0,0.25
260,128.0,32.0,2.0,128.0
261,128.0,32.0,2.0,64.0
262,128.0,32.0,2.0,32.0
263,128.0,32.0,2.0,16.0
264,128.0,32.0,2.0,8.0
265,128.0,32.0,2.0,4.0
266,128.0,32.0,2.0,2.0
267,128.0,32.0,2.0,1.0
268,128.0,32.0,2.0,0.5
269,128.0,32.0,2.0,0.25
270,128.0,32.0,1.0,128.0
271,128.0,32.0,1.0,64.0
272,128.0,32.0,1.0,32.0
273,128.0,32.0,1.0,16.0
274,128.0,32.0,1.0,8.0
275,128.0,32.0,1.0,4.0
276,128.0,32.0,1.0,2.0
277,128.0,32.0,1.0,1.0
278,128.0,32.0,1.0,0.5
279,128.0,32.0,1.0,0.25
280,128.0,32.0,0.5,128.0
281,128.0,32.0,0.5,64.0
282,128.0,32.0,0.5,32.0
283,128.0,32.0,0.5,16.0
284,128.0,32.0,0.5,8.0
285,128.0,32.0,0.5,4.0
286,128.0,32.0,0.5,2.0
287,128.0,32.0,0.5,1.0
288,128.0,32.0,0.5,0.5
289,128.0,32.0,0.5,0.25
290,128.0,32.0,0.25,128.0
291,128.0,32.0,0.25,64.0
292,128.0,32.0,0.25,32.0
293,128.0,32.0,0.25,16.0
294,128.0,32.0,0.25,8.0
295,128.0,32.0,0.25,4.0
296,128.0,32.0,0.25,2.0
297,128.0,32.0,0.25,1.0
298,128.0,32.0,0.25,0.5
299,128.0,32.0,0.25,0.25
300,128.0,16.0,128.0,128.0
301,128.0,16.0,128.0,64.0
302,128.0,16.0,128.0,32.0
303,128.0,16.0,128.0,16.0
304,128.0,16.0,128.0,8.0
305,128.0,16.0,128.0,4.0
306,128.0,16.0,128.0,2.0
307,128.0,16.0,128.0,1.0
308,128.0,16.0,128.0,0.5
309,128.0,16.0,128.0,0.25
310,128.0,16.0,64.0,128.0
311,128.0,16.0,64.0,64.0
312,128.0,16.0,64.0,32.0
313,128.0,16.0,64.0,16.0
314,128.0,16.0,64.0,8.0
315,128.0,16.0,64.0,4.0
316,128.0,16.0,64.0,2.0
317,128.0,16.0,64.0,1.0
318,128.0,16.0,64.0,0.5
319,128.0,16.0,64.0,0.25
320,128.0,16.0,32.0,128.0
321,128.0,16.0,32.0,64.0
322,128.0,16.0,32.0,32.0
323,128.0,16.0,32.0,16.0
324,128.0,16.0,32.0,8.0
325,128.0,16.0,32.0,4.0
326,128.0,16.0,32.0,2.0
327,128.0,16.0,32.0,1.0
328,128.0,16.0,32.0,0.5
329,128.0,16.0,32.0,0.25
330,128.0,16.0,16.0,128.0
331,128.0,16.0,16.0,64.0
332,128.0,16.0,16.0,32.0
333,128.0,16.0,16.0,16.0
334,128.0,16.0,16.0,8.0
335,128.0,16.0,16.0,4.0
336,128.0,16.0,16.0,2.0
337,128.0,16.0,16.0,1.0
338,128.0,16.0,16.0,0.5
339,128.0,16.0,16.0,0.25
340,128.0,16.0,8.0,128.0
341,128.0,16.0,8.0,64.0
342,128.0,16.0,8.0,32.0
343,128.0,16.0,8.0,16.0
344,128.0,16.0,8.0,8.0
345,128.0,16.0,8.0,4.0
346,128.0,16.0,8.0,2.0
347,128.0,16.0,8.0,1.0
348,128.0,16.0,8.0,0.5
349,128.0,16.0,8.0,0.25
350,128.0,16.0,4.0,128.0
351,128.0,16.0,4.0,64.0
352,128.0,16.0,4.0,32.0
353,128.0,16.0,4.0,16.0
354,128.0,16.0,4.0,8.0
355,128.0,16.0,4.0,4.0
356,128.0,16.0,4.0,2.0
357,128.0,16.0,4.0,1.0
358,128.0,16.0,4.0,0.5
359,128.0,16.0,4.0,0.25
360,128.0,16.0,2.0,128.0
361,128.0,16.0,2.0,64.0
362,128.0,16.0,2.0,32.0
363,128.0,16.0,2.0,16.0
364,128.0,16.0,2.0,8.0
365,128.0,16.0,2.0,4.0
366,128.0,16.0,2.0,2.0
367,128.0,16.0,2.0,1.0
368,128.0,16.0,2.0,0.5
369,128.0,16.0,2.0,0.25
370,128.0,16.0,1.0,128.0
371,128.0,16.0,1.0,64.0
372,128.0,16.0,1.0,32.0
373,128.0,16.0,1.0,16.0
374,128.0,16.0,1.0,8.0
375,128.0,16.0,1.0,4.0
376,128.0,16.0,1.0,2.0
377,128.0,16.0,1.0,1.0
378,128.0,16.0,1.0,0.5
379,128.0,16.0,1.0,0.25
380,128.0,16.0,0.5,128.0
381,128.0,16.0,0.5,64.0
382,128.0,16.0,0.5,32.0
383,128.0,16.0,0.5,16.0
384,128.0,16.0,0.5,8.0
385,128.0,16.0,0.5,4.0
386,128.0,16.0,0.5,2.0
387,128.0,16.0,0.5,1.0
388,128.0,16.0,0.5,0.5
389,128.0,16.0,0.5,0.25
390,128.0,16.0,0.25,128.0
391,128.0,16.0,0.25,64.0
392,128.0,16.0,0.25,32.0
393,128.0,16.0,0.25,16.0
394,128.0,16.0,0.25,8.0
395,128.0,16.0,0.25,4.0
396,128.0,16.0,0.25,2.0
397,128.0,16.0,0.25,1.0
398,128.0,16.0,0.25,0.5
399,128.0,16.0,0.25,0.25
400,128.0,8.0,128.0,128.0
401,128.0,8.0,128.0,64.0
402,128.0,8.0,128.0,32.0
403,128.0,8.0,128.0,16.0
404,128.0,8.0,128.0,8.0
405,128.0,8.0,128.0,4.0
406,128.0,8.0,128.0,2.0
407,128.0,8.0,128.0,1.0
408,128.0,8.0,128.0,0.5
409,128.0,8.0,128.0,0.25
410,128.0,8.0,64.0,128.0
411,128.0,8.0,64.0,64.0
412,128.0,8.0,64.0,32.0
413,128.0,8.0,64.0,16.0
414,128.0,8.0,64.0,8.0
415,128.0,8.0,64.0,4.0
416,128.0,8.0,64.0,2.0
417,128.0,8.0,64.0,1.0
418,128.0,8.0,64.0,0.5
419,128.0,8.0,64.0,0.25
420,128.0,8.0,32.0,128.0
421,128.0,8.0,32.0,64.0
422,128.0,8.0,32.0,32.0
423,128.0,8.0,32.0,16.0
424,128.0,8.0,32.0,8.0
425,128.0,8.0,32.0,4.0
426,128.0,8.0,32.0,2.0
427,128.0,8.0,32.0,1.0
428,128.0,8.0,32.0,0.5
429,128.0,8.0,32.0,0.25
430,128.0,8.0,16.0,128.0
431,128.0,8.0,16.0,64.0
432,128.0,8.0,16.0,32.0
433,128.0,8.0,16.0,16.0
434,128.0,8.0,16.0,8.0
435,128.0,8.0,16.0,4.0
436,128.0,8.0,16.0,2.0
437,128.0,8.0,16.0,1.0
438,128.0,8.0,16.0,0.5
439,128.0,8.0,16.0,0.25
440,128.0,8.0,8.0,128.0
441,128.0,8.0,8.0,64.0
442,128.0,8.0,8.0,32.0
443,128.0,8.0,8.0,16.0
444,128.0,8.0,8.0,8.0
445,128.0,8.0,8.0,4.0
446,128.0,8.0,8.0,2.0
447,128.0,8.0,8.0,1.0
448,128.0,8.0,8.0,0.5
449,128.0,8.0,8.0,0.25
450,128.0,8.0,4.0,128.0
451,128.0,8.0,4.0,64.0
452,128.0,8.0,4.0,32.0
453,128.0,8.0,4.0,16.0
454,128.0,8.0,4.0,8.0
455,128.0,8.0,4.0,4.0
456,128.0,8.0,4.0,2.0
457,128.0,8.0,4.0,1.0
458,128.0,8.0,4.0,0.5
459,128.0,8.0,4.0,0.25
460,128.0,8.0,2.0,128.0
461,128.0,8.0,2.0,64.0
462,128.0,8.0,2.0,32.0
463,128.0,8.0,2.0,16.0
464,128.0,8.0,2.0,8.0
465,128.0,8.0,2.0,4.0
466,128.0,8.0,2.0,2.0
467,128.0,8.0,2.0,1.0
468,128.0,8.0,2.0,0.5
469,128.0,8.0,2.0,0.25
470,128.0,8.0,1.0,128.0
471,128.0,8.0,1.0,64.0
472,128.0,8.0,1.0,32.0
473,128.0,8.0,1.0,16.0
474,128.0,8.0,1.0,8.0
475,128.0,8.0,1.0,4.0
476,128.0,8.0,1.0,2.0
477,128.0,8.0,1.0,1.0
478,128.0,8.0,1.0,0.5
479,128.0,8.0,1.0,0.25
480,128.0,8.0,0.5,128.0
481,128.0,8.0,0.5,64.0
482,128.0,8.0,0.5,32.0
483,128.0,8.0,0.5,16.0
484,128.0,8.0,0.5,8.0
485,128.0,8.0,0.5,4.0
486,128.0,8.0,0.5,2.0
487,128.0,8.0,0.5,1.0
488,128.0,8.0,0.5,0.5
489,128.0,8.0,0.5,0.25
490,128.0,8.0,0.25,128.0
491,128.0,8.0,0.25,64.0
492,128.0,8.0,0.25,32.0
493,128.0,8.0,0.25,16.0
494,128.0,8.0,0.25,8.0
495,128.0,8.0,0.25,4.0
496,128.0,8.0,0.25,2.0
497,128.0,8.0,0.25,1.0
498,128.0,8.0,0.25,0.5
499,128.0,8.0,0.25,0.25
500,128.0,4.0,128.0,128.0
501,128.0,4.0,128.0,64.0
502,128.0,4.0,128.0,32.0
503,128.0,4.0,128.0,16.0
504,128.0,4.0,128.0,8.0
505,128.0,4.0,128.0,4.0
506,128.0,4.0,128.0,2.0
507,128.0,4.0,128.0,1.0
508,128.0,4.0,128.0,0.5
509,128.0,4.0,128.0,0.25
510,128.0,4.0,64.0,128.0
511,128.0,4.0,64.0,64.0
512,128.0,4.0,64.0,32.0
513,128.0,4.0,64.0,16.0
514,128.0,4.0,64.0,8.0
515,128.0,4.0,64.0,4.0
516,128.0,4.0,64.0,2.0
517,128.0,4.0,64.0,1.0
518,128.0,4.0,64.0,0.5
519,128.0,4.0,64.0,0.25
520,128.0,4.0,32.0,128.0
521,128.0,4.0,32.0,64.0
522,128.0,4.0,32.0,32.0
523,128.0,4.0,32.0,16.0
524,128.0,4.0,32.0,8.0
525,128.0,4.0,32.0,4.0
526,128.0,4.0,32.0,2.0
527,128.0,4.0,32.0,1.0
528,128.0,4.0,32.0,0.5
529,128.0,4.0,32.0,0.25
530,128.0,4.0,16.0,128.0
531,128.0,4.0,16.0,64.0
532,128.0,4.0,16.0,32.0
533,128.0,4.0,16.0,16.0
534,128.0,4.0,16.0,8.0
535,128.0,4.0,16.0,4.0
536,128.0,4.0,16.0,2.0
537,128.0,4.0,16.0,1.0
538,128.0,4.0,16.0,0.5
539,128.0,4.0,16.0,0.25
540,128.0,4.0,8.0,128.0
541,128.0,4.0,8.0,64.0
542,128.0,4.0,8.0,32.0
543,128.0,4.0,8.0,16.0
544,128.0,4.0,8.0,8.0
545,128.0,4.0,8.0,4.0
546,128.0,4.0,8.0,2.0
547,128.0,4.0,8.0,1.0
548,128.0,4.0,8.0,0.5
549,128.0,4.0,8.0,0.25
550,128.0,4.0,4.0,128.0
551,128.0,4.0,4.0,64.0
552,128.0,4.0,4.0,32.0
553,128.0,4.0,4.0,16.0
554,128.0,4.0,4.0,8.0
555,128.0,4.0,4.0,4.0
556,128.0,4.0,4.0,2.0
557,128.0,4.0,4.0,1.0
558,128.0,4.0,4.0,0.5
559,128.0,4.0,4.0,0.25
560,128.0,4.0,2.0,128.0
561,128.0,4.0,2.0,64.0
562,128.0,4.0,2.0,32.0
563,128.0,4.0,2.0,16.0
564,128.0,4.0,2.0,8.0
565,128.0,4.0,2.0,4.0
566,128.0,4.0,2.0,2.0
567,128.0,4.0,2.0,1.0
568,128.0,4.0,2.0,0.5
569,128.0,4.0,2.0,0.25
570,128.0,4.0,1.0,128.0
571,128.0,4.0,1.0,64.0
572,128.0,4.0,1.0,32.0
573,128.0,4.0,1.0,16.0
574,128.0,4.0,1.0,8.0
575,128.0,4.0,1.0,4.0
576,128.0,4.0,1.0,2.0
577,128.0,4.0,1.0,1.0
578,128.0,4.0,1.0,0.5
579,128.0,4.0,1.0,0.25
580,128.0,4.0,0.5,128.0
581,128.0,4.0,0.5,64.0
582,128.0,4.0,0.5,32.0
583,128.0,4.0,0.5,16.0
584,128.0,4.0,0.5,8.0
585,128.0,4.0,0.5,4.0
586,128.0,4.0,0.5,2.0
587,128.0,4.0,0.5,1.0
588,128.0,4.0,0.5,0.5
589,128.0,4.0,0.5,0.25
590,128.0,4.0,0.25,128.0
591,128.0,4.0,0.25,64.0
592,128.0,4.0,0.25,32.0
593,128.0,4.0,0.25,16.0
594,128.0,4.0,0.25,8.0
595,128.0,4.0,0.25,4.0
596,128.0,4.0,0.25,2.0
597,128.0,4.0,0.25,1.0
598,128.0,4.0,0.25,0.5
599,128.0,4.0,0.25,0.25
600,128.0,2.0,128.0,128.0
601,128.0,2.0,128.0,64.0
602,128.0,2.0,128.0,32.0
603,128.0,2.0,128.0,16.0
604,128.0,2.0,128.0,8.0
605,128.0,2.0,128.0,4.0
606,128.0,2.0,128.0,2.0
607,128.0,2.0,128.0,1.0
608,128.0,2.0,128.0,0.5
609,128.0,2.0,128.0,0.25
610,128.0,2.0,64.0,128.0
611,128.0,2.0,64.0,64.0
612,128.0,2.0,64.0,32.0
613,128.0,2.0,64.0,16.0
614,128.0,2.0,64.0,8.0
615,128.0,2.0,64.0,4.0
616,128.0,2.0,64.0,2.0
617,128.0,2.0,64.0,1.0
618,128.0,2.0,64.0,0.5
619,128.0,2.0,64.0,0.25
620,128.0,2.0,32.0,128.0
621,128.0,2.0,32.0,64.0
622,128.0,2.0,32.0,32.0
623,128.0,2.0,32.0,16.0
624,128.0,2.0,32.0,8.0
625,128.0,2.0,32.0,4.0
626,128.0,2.0,32.0,2.0
627,128.0,2.0,32.0,1.0
628,128.0,2.0,32.0,0.5
629,128.0,2.0,32.0,0.25
630,128.0,2.0,16.0,128.0
631,128.0,2.0,16.0,64.0
632,128.0,2.0,16.0,32.0
633,128.0,2.0,16.0,16.0
634,128.0,2.0,16.0,8.0
635,128.0,2.0,16.0,4.0
636,128.0,2.0,16.0,2.0
637,128.0,2.0,16.0,1.0
638,128.0,2.0,16.0,0.5
639,128.0,2.0,16.0,0.25
640,128.0,2.0,8.0,128.0
641,128.0,2.0,8.0,64.0
642,128.0,2.0,8.0,32.0
643,128.0,2.0,8.0,16.0
644,128.0,2.0,8.0,8.0
645,128.0,2.0,8.0,4.0
646,128.0,2.0,8.0,2.0
647,128.0,2.0,8.0,1.0
648,128.0,2.0,8.0,0.5
649,128.0,2.0,8.0,0.25
650,128.0,2.0,4.0,128.0
651,128.0,2.0,4.0,64.0
652,128.0,2.0,4.0,32.0
653,128.0,2.0,4.0,16.0
654,128.0,2.0,4.0,8.0
655,128.0,2.0,4.0,4.0
656,128.0,2.0,4.0,2.0
657,128.0,2.0,4.0,1.0
658,128.0,2.0,4.0,0.5
659,128.0,2.0,4.0,0.25
660,128.0,2.0,2.0,128.0
661,128.0,2.0,2.0,64.0
662,128.0,2.0,2.0,32.0
663,128.0,2.0,2.0,16.0
664,128.0,2.0,2.0,8.0
665,128.0,2.0,2.0,4.0
666,128.0,2.0,2.0,2.0
667,128.0,2.0,2.0,1.0
668,128.0,2.0,2.0,0.5
669,128.0,2.0,2.0,0.25
670,128.0,2.0,1.0,128.0
671,128.0,2.0,1.0,64.0
672,128.0,2.0,1.0,32.0
673,128.0,2.0,1.0,16.0
674,128.0,2.0,1.0,8.0
675,128.0,2.0,1.0,4.0
676,128.0,2.0,1.0,2.0
677,128.0,2.0,1.0,1.0
678,128.0,2.0,1.0,0.5
679,128.0,2.0,1.0,0.25
680,128.0,2.0,0.5,128.0
681,128.0,2.0,0.5,64.0
682,128.0,2.0,0.5,32.0
683,128.0,2.0,0.5,16.0
684,128.0,2.0,0.5,8.0
685,128.0,2.0,0.5,4.0
686,128.0,2.0,0.5,2.0
687,128.0,2.0,0.5,1.0
688,128.0,2.0,0.5,0.5
689,128.0,2.0,0.5,0.25
690,128.0,2.0,0.25,128.0
691,128.0,2.0,0.25,64.0
692,128.0,2.0,0.25,32.0
693,128.0,2.0,0.25,16.0
694,128.0,2.0,0.25,8.0
695,128.0,2.0,0.25,4.0
696,128.0,2.0,0.25,2.0
697,128.0,2.0,0.25,1.0
698,128.0,2.0,0.25,0.5
699,128.0,2.0,0.25,0.25
700,128.0,1.0,128.0,128.0
701,128.0,1.0,128.0,64.0
702,128.0,1.0,128.0,32.0
703,128.0,1.0,128.0,16.0
704,128.0,1.0,128.0,8.0
705,128.0,1.0,128.0,4.0
706,128.0,1.0,128.0,2.0
707,128.0,1.0,128.0,1.0
708,128.0,1.0,128.0,0.5
709,128.0,1.0,128.0,0.25
710,128.0,1.0,64.0,128.0
711,128.0,1.0,64.0,64.0
712,128.0,1.0,64.0,32.0
713,128.0,1.0,64.0,16.0
714,128.0,1.0,64.0,8.0
715,128.0,1.0,64.0,4.0
716,128.0,1.0,64.0,2.0
717,128.0,1.0,64.0,1.0
718,128.0,1.0,64.0,0.5
719,128.0,1.0,64.0,0.25
720,128.0,1.0,32.0,128.0
721,128.0,1.0,32.0,64.0
722,128.0,1.0,32.0,32.0
723,128.0,1.0,32.0,16.0
724,128.0,1.0,32.0,8.0
725,128.0,1.0,32.0,4.0
726,128.0,1.0,32.0,2.0
727,128.0,1.0,32.0,1.0
728,128.0,1.0,32.0,0.5
729,128.0,1.0,32.0,0.25
730,128.0,1.0,16.0,128.0
731,128.0,1.0,16.0,64.0
732,128.0,1.0,16.0,32.0
733,128.0,1.0,16.0,16.0
734,128.0,1.0,16.0,8.0
735,128.0,1.0,16.0,4.0
736,128.0,1.0,16.0,2.0
737,128.0,1.0,16.0,1.0
738,128.0,1.0,16.0,0.5
739,128.0,1.0,16.0,0.25
740,128.0,1.0,8.0,128.0
741,128.0,1.0,8.0,64.0
742,128.0,1.0,8.0,32.0
743,128.0,1.0,8.0,16.0
744,128.0,1.0,8.0,8.0
745,128.0,1.0,8.0,4.0
746,128.0,1.0,8.0,2.0
747,128.0,1.0,8.0,1.0
748,128.0,1.0,8.0,0.5
749,128.0,1.0,8.0,0.25
750,128.0,1.0,4.0,128.0
751,128.0,1.0,4.0,64.0
752,128.0,1.0,4.0,32.0
753,128.0,1.0,4.0,16.0
754,128.0,1.0,4.0,8.0
755,128.0,1.0,4.0,4.0
756,128.0,1.0,4.0,2.0
757,128.0,1.0,4.0,1.0
758,128.0,1.0,4.0,0.5
759,128.0,1.0,4.0,0.25
760,128.0,1.0,2.0,128.0
761,128.0,1.0,2.0,64.0
762,128.0,1.0,2.0,32.0
763,128.0,1.0,2.0,16.0
764,128.0,1.0,2.0,8.0
765,128.0,1.0,2.0,4.0
766,128.0,1.0,2.0,2.0
767,128.0,1.0,2.0,1.0
768,128.0,1.0,2.0,0.5
769,128.0,1.0,2.0,0.25
770,128.0,1.0,1.0,128.0
771,128.0,1.0,1.0,64.0
772,128.0,1.0,1.0,32.0
773,128.0,1.0,1.0,16.0
774,128.0,1.0,1.0,8.0
775,128.0,1.0,1.0,4.0
