,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
54,128.0,16.0,400.0,512.0,0.763
55,128.0,16.0,400.0,256.0,0.924
56,128.0,16.0,400.0,128.0,0.996
57,128.0,16.0,400.0,64.0,0.966
58,128.0,16.0,400.0,32.0,0.771
59,128.0,16.0,400.0,16.0,0.813
60,128.0,16.0,200.0,512.0,0.793
61,128.0,16.0,200.0,256.0,0.898
62,128.0,16.0,200.0,128.0,0.829
63,128.0,16.0,200.0,64.0,0.815
64,128.0,16.0,200.0,32.0,0.82
65,128.0,16.0,200.0,16.0,0.909
66,128.0,16.0,100.0,512.0,0.734
67,128.0,16.0,100.0,256.0,0.888
68,128.0,16.0,100.0,128.0,0.906
69,128.0,16.0,100.0,64.0,0.87
70,128.0,16.0,100.0,32.0,0.982
71,128.0,16.0,100.0,16.0,0.887
72,128.0,8.0,3200.0,512.0,0.0
73,128.0,8.0,3200.0,256.0,0.783
74,128.0,8.0,3200.0,128.0,0.0
75,128.0,8.0,3200.0,64.0,0.896
76,128.0,8.0,3200.0,32.0,0.0
77,128.0,8.0,3200.0,16.0,0.028
78,128.0,8.0,1600.0,512.0,0.0
79,128.0,8.0,1600.0,256.0,0.836
80,128.0,8.0,1600.0,128.0,0.978
81,128.0,8.0,1600.0,64.0,0.196
82,128.0,8.0,1600.0,32.0,0.72
83,128.0,8.0,1600.0,16.0,0.449
84,128.0,8.0,800.0,512.0,0.733
85,128.0,8.0,800.0,256.0,0.78
86,128.0,8.0,800.0,128.0,0.874
87,128.0,8.0,800.0,64.0,0.862
88,128.0,8.0,800.0,32.0,0.898
89,128.0,8.0,800.0,16.0,0.536
90,128.0,8.0,400.0,512.0,0.689
91,128.0,8.0,400.0,256.0,0.871
92,128.0,8.0,400.0,128.0,0.705
93,128.0,8.0,400.0,64.0,0.998
94,128.0,8.0,400.0,32.0,0.877
95,128.0,8.0,400.0,16.0,0.935
96,128.0,8.0,200.0,512.0,0.923
97,128.0,8.0,200.0,256.0,0.935
98,128.0,8.0,200.0,128.0,0.825
99,128.0,8.0,200.0,64.0,0.946
100,128.0,8.0,200.0,32.0,0.942
101,128.0,8.0,200.0,16.0,0.821
102,128.0,8.0,100.0,512.0,0.742
103,128.0,8.0,100.0,256.0,0.873
104,128.0,8.0,100.0,128.0,0.946
105,128.0,8.0,100.0,64.0,0.853
106,128.0,8.0,100.0,32.0,0.987
107,128.0,8.0,100.0,16.0,0.872
108,128.0,4.0,3200.0,512.0,0.0
109,128.0,4.0,3200.0,256.0,0.0
110,128.0,4.0,3200.0,128.0,0.0
111,128.0,4.0,3200.0,64.0,0.455
112,128.0,4.0,3200.0,32.0,0.0
113,128.0,4.0,3200.0,16.0,0.967
114,128.0,4.0,1600.0,512.0,0.085
115,128.0,4.0,1600.0,256.0,0.091
116,128.0,4.0,1600.0,128.0,0.935
117,128.0,4.0,1600.0,64.0,0.474
118,128.0,4.0,1600.0,32.0,0.868
119,128.0,4.0,1600.0,16.0,0.762
120,128.0,4.0,800.0,512.0,0.77
121,128.0,4.0,800.0,256.0,0.995
122,128.0,4.0,800.0,128.0,0.893
123,128.0,4.0,800.0,64.0,0.696
124,128.0,4.0,800.0,32.0,0.577
125,128.0,4.0,800.0,16.0,0.941
126,128.0,4.0,400.0,512.0,0.625
127,128.0,4.0,400.0,256.0,0.717
128,128.0,4.0,400.0,128.0,0.693
129,128.0,4.0,400.0,64.0,0.767
130,128.0,4.0,400.0,32.0,0.922
131,128.0,4.0,400.0,16.0,0.77
132,128.0,4.0,200.0,512.0,0.602
133,128.0,4.0,200.0,256.0,0.905
134,128.0,4.0,200.0,128.0,0.82
135,128.0,4.0,200.0,64.0,0.878
136,128.0,4.0,200.0,32.0,0.845
137,128.0,4.0,200.0,16.0,0.83
138,128.0,4.0,100.0,512.0,0.952
139,128.0,4.0,100.0,256.0,0.832
140,128.0,4.0,100.0,128.0,0.898
141,128.0,4.0,100.0,64.0,0.917
142,128.0,4.0,100.0,32.0,0.902
143,128.0,4.0,100.0,16.0,0.948
144,128.0,2.0,3200.0,512.0,0.976
145,128.0,2.0,3200.0,256.0,0.237
146,128.0,2.0,3200.0,128.0,0.0
147,128.0,2.0,3200.0,64.0,0.001
148,128.0,2.0,3200.0,32.0,0.985
149,128.0,2.0,3200.0,16.0,0.0
150,128.0,2.0,1600.0,512.0,0.068
151,128.0,2.0,1600.0,256.0,0.739
152,128.0,2.0,1600.0,128.0,0.678
153,128.0,2.0,1600.0,64.0,0.787
154,128.0,2.0,1600.0,32.0,0.997
155,128.0,2.0,1600.0,16.0,0.302
156,128.0,2.0,800.0,512.0,0.648
157,128.0,2.0,800.0,256.0,0.678
158,128.0,2.0,800.0,128.0,0.485
159,128.0,2.0,800.0,64.0,0.89
160,128.0,2.0,800.0,32.0,0.632
161,128.0,2.0,800.0,16.0,0.968
162,128.0,2.0,400.0,512.0,0.941
163,128.0,2.0,400.0,256.0,0.657
164,128.0,2.0,400.0,128.0,0.798
165,128.0,2.0,400.0,64.0,0.777
166,128.0,2.0,400.0,32.0,0.85
167,128.0,2.0,400.0,16.0,0.824
168,128.0,2.0,200.0,512.0,0.625
169,128.0,2.0,200.0,256.0,0.868
170,128.0,2.0,200.0,128.0,0.816
171,128.0,2.0,200.0,64.0,0.838
172,128.0,2.0,200.0,32.0,0.867
173,128.0,2.0,200.0,16.0,0.842
174,128.0,2.0,100.0,512.0,0.684
175,128.0,2.0,100.0,256.0,0.925
176,128.0,2.0,100.0,128.0,0.886
177,128.0,2.0,100.0,64.0,0.876
178,128.0,2.0,100.0,32.0,0.938
179,128.0,2.0,100.0,16.0,0.967
180,128.0,1.0,3200.0,512.0,0.0
181,128.0,1.0,3200.0,256.0,0.344
182,128.0,1.0,3200.0,128.0,0.0
183,128.0,1.0,3200.0,64.0,0.389
184,128.0,1.0,3200.0,32.0,0.639
185,128.0,1.0,3200.0,16.0,0.396
186,128.0,1.0,1600.0,512.0,0.436
187,128.0,1.0,1600.0,256.0,0.417
188,128.0,1.0,1600.0,128.0,0.694
189,128.0,1.0,1600.0,64.0,0.707
190,128.0,1.0,1600.0,32.0,0.295
191,128.0,1.0,1600.0,16.0,0.713
192,128.0,1.0,800.0,512.0,0.951
193,128.0,1.0,800.0,256.0,0.997
194,128.0,1.0,800.0,128.0,0.493
195,128.0,1.0,800.0,64.0,0.796
196,128.0,1.0,800.0,32.0,0.989
197,128.0,1.0,800.0,16.0,0.966
198,128.0,1.0,400.0,512.0,0.643
199,128.0,1.0,400.0,256.0,0.65
200,128.0,1.0,400.0,128.0,0.722
201,128.0,1.0,400.0,64.0,0.977
202,128.0,1.0,400.0,32.0,0.926
203,128.0,1.0,400.0,16.0,0.763
204,128.0,1.0,200.0,512.0,0.679
205,128.0,1.0,200.0,256.0,0.745
206,128.0,1.0,200.0,128.0,0.945
207,128.0,1.0,200.0,64.0,0.87
208,128.0,1.0,200.0,32.0,0.959
209,128.0,1.0,200.0,16.0,0.889
210,128.0,1.0,100.0,512.0,0.749
211,128.0,1.0,100.0,256.0,0.861
212,128.0,1.0,100.0,128.0,0.921
213,128.0,1.0,100.0,64.0,0.927
214,128.0,1.0,100.0,32.0,0.953
215,128.0,1.0,100.0,16.0,0.972
216,64.0,32.0,3200.0,512.0,0.28
217,64.0,32.0,3200.0,256.0,0.0
218,64.0,32.0,3200.0,128.0,0.494
219,64.0,32.0,3200.0,64.0,0.3
220,64.0,32.0,3200.0,32.0,0.426
221,64.0,32.0,3200.0,16.0,0.202
222,64.0,32.0,1600.0,512.0,0.508
223,64.0,32.0,1600.0,256.0,0.467
224,64.0,32.0,1600.0,128.0,0.462
225,64.0,32.0,1600.0,64.0,0.123
226,64.0,32.0,1600.0,32.0,0.212
227,64.0,32.0,1600.0,16.0,0.441
228,64.0,32.0,800.0,512.0,0.929
229,64.0,32.0,800.0,256.0,0.913
230,64.0,32.0,800.0,128.0,0.491
231,64.0,32.0,800.0,64.0,0.911
232,64.0,32.0,800.0,32.0,0.823
233,64.0,32.0,800.0,16.0,0.858
234,64.0,32.0,400.0,512.0,0.545
235,64.0,32.0,400.0,256.0,0.967
236,64.0,32.0,400.0,128.0,0.906
237,64.0,32.0,400.0,64.0,0.883
238,64.0,32.0,400.0,32.0,0.899
239,64.0,32.0,400.0,16.0,0.854
240,64.0,32.0,200.0,512.0,0.988
241,64.0,32.0,200.0,256.0,0.741
242,64.0,32.0,200.0,128.0,0.881
243,64.0,32.0,200.0,64.0,0.974
244,64.0,32.0,200.0,32.0,0.873
245,64.0,32.0,200.0,16.0,0.965
246,64.0,32.0,100.0,512.0,0.973
247,64.0,32.0,100.0,256.0,0.929
248,64.0,32.0,100.0,128.0,0.95
249,64.0,32.0,100.0,64.0,0.893
250,64.0,32.0,100.0,32.0,0.916
251,64.0,32.0,100.0,16.0,0.987
252,64.0,16.0,3200.0,512.0,0.67
253,64.0,16.0,3200.0,256.0,0.141
254,64.0,16.0,3200.0,128.0,0.775
255,64.0,16.0,3200.0,64.0,0.0
256,64.0,16.0,3200.0,32.0,0.0
257,64.0,16.0,3200.0,16.0,0.099
258,64.0,16.0,1600.0,512.0,0.33
259,64.0,16.0,1600.0,256.0,0.545
260,64.0,16.0,1600.0,128.0,0.363
261,64.0,16.0,1600.0,64.0,0.866
262,64.0,16.0,1600.0,32.0,0.652
263,64.0,16.0,1600.0,16.0,0.435
264,64.0,16.0,800.0,512.0,0.986
265,64.0,16.0,800.0,256.0,0.837
266,64.0,16.0,800.0,128.0,0.493
267,64.0,16.0,800.0,64.0,0.545
268,64.0,16.0,800.0,32.0,0.853
269,64.0,16.0,800.0,16.0,0.905
270,64.0,16.0,400.0,512.0,0.801
271,64.0,16.0,400.0,256.0,0.709
272,64.0,16.0,400.0,128.0,0.883
273,64.0,16.0,400.0,64.0,0.738
274,64.0,16.0,400.0,32.0,0.815
275,64.0,16.0,400.0,16.0,0.914
276,64.0,16.0,200.0,512.0,0.879
277,64.0,16.0,200.0,256.0,0.997
278,64.0,16.0,200.0,128.0,0.828
279,64.0,16.0,200.0,64.0,0.832
280,64.0,16.0,200.0,32.0,0.87
281,64.0,16.0,200.0,16.0,0.893
282,64.0,16.0,100.0,512.0,0.911
283,64.0,16.0,100.0,256.0,0.954
284,64.0,16.0,100.0,128.0,0.948
285,64.0,16.0,100.0,64.0,0.98
286,64.0,16.0,100.0,32.0,0.907
287,64.0,16.0,100.0,16.0,0.924
288,64.0,8.0,3200.0,512.0,0.0
289,64.0,8.0,3200.0,256.0,0.92
290,64.0,8.0,3200.0,128.0,0.0
291,64.0,8.0,3200.0,64.0,0.184
292,64.0,8.0,3200.0,32.0,0.012
293,64.0,8.0,3200.0,16.0,0.0
294,64.0,8.0,1600.0,512.0,0.389
295,64.0,8.0,1600.0,256.0,0.551
296,64.0,8.0,1600.0,128.0,0.255
297,64.0,8.0,1600.0,64.0,0.554
298,64.0,8.0,1600.0,32.0,0.693
299,64.0,8.0,1600.0,16.0,0.63
300,64.0,8.0,800.0,512.0,0.853
301,64.0,8.0,800.0,256.0,0.87
302,64.0,8.0,800.0,128.0,0.736
303,64.0,8.0,800.0,64.0,0.819
304,64.0,8.0,800.0,32.0,0.65
305,64.0,8.0,800.0,16.0,0.894
306,64.0,8.0,400.0,512.0,0.716
307,64.0,8.0,400.0,256.0,0.838
308,64.0,8.0,400.0,128.0,0.919
309,64.0,8.0,400.0,64.0,0.96
310,64.0,8.0,400.0,32.0,0.905
311,64.0,8.0,400.0,16.0,0.765
312,64.0,8.0,200.0,512.0,0.762
313,64.0,8.0,200.0,256.0,0.778
314,64.0,8.0,200.0,128.0,0.871
315,64.0,8.0,200.0,64.0,0.989
316,64.0,8.0,200.0,32.0,0.922
317,64.0,8.0,200.0,16.0,0.882
318,64.0,8.0,100.0,512.0,0.653
319,64.0,8.0,100.0,256.0,0.84
320,64.0,8.0,100.0,128.0,0.866
321,64.0,8.0,100.0,64.0,0.931
322,64.0,8.0,100.0,32.0,0.93
323,64.0,8.0,100.0,16.0,0.925
324,64.0,4.0,3200.0,512.0,0.0
325,64.0,4.0,3200.0,256.0,0.986
326,64.0,4.0,3200.0,128.0,0.0
327,64.0,4.0,3200.0,64.0,0.0
328,64.0,4.0,3200.0,32.0,0.321
329,64.0,4.0,3200.0,16.0,0.281
330,64.0,4.0,1600.0,512.0,0.331
331,64.0,4.0,1600.0,256.0,0.977
332,64.0,4.0,1600.0,128.0,0.844
333,64.0,4.0,1600.0,64.0,0.691
334,64.0,4.0,1600.0,32.0,0.167
335,64.0,4.0,1600.0,16.0,0.194
336,64.0,4.0,800.0,512.0,0.543
337,64.0,4.0,800.0,256.0,0.51
338,64.0,4.0,800.0,128.0,0.991
339,64.0,4.0,800.0,64.0,0.689
340,64.0,4.0,800.0,32.0,0.733
341,64.0,4.0,800.0,16.0,0.97
342,64.0,4.0,400.0,512.0,0.982
343,64.0,4.0,400.0,256.0,0.809
344,64.0,4.0,400.0,128.0,0.79
345,64.0,4.0,400.0,64.0,0.83
346,64.0,4.0,400.0,32.0,0.796
347,64.0,4.0,400.0,16.0,0.802
348,64.0,4.0,200.0,512.0,0.912
349,64.0,4.0,200.0,256.0,0.785
350,64.0,4.0,200.0,128.0,0.955
351,64.0,4.0,200.0,64.0,0.861
352,64.0,4.0,200.0,32.0,0.863
353,64.0,4.0,200.0,16.0,0.935
354,64.0,4.0,100.0,512.0,0.728
355,64.0,4.0,100.0,256.0,0.919
356,64.0,4.0,100.0,128.0,0.861
357,64.0,4.0,100.0,64.0,0.966
358,64.0,4.0,100.0,32.0,0.959
359,64.0,4.0,100.0,16.0,0.969
360,64.0,2.0,3200.0,512.0,0.684
361,64.0,2.0,3200.0,256.0,0.519
362,64.0,2.0,3200.0,128.0,0.138
363,64.0,2.0,3200.0,64.0,0.263
364,64.0,2.0,3200.0,32.0,0.673
365,64.0,2.0,3200.0,16.0,0.0
366,64.0,2.0,1600.0,512.0,0.924
367,64.0,2.0,1600.0,256.0,0.644
368,64.0,2.0,1600.0,128.0,0.615
369,64.0,2.0,1600.0,64.0,0.935
370,64.0,2.0,1600.0,32.0,0.641
371,64.0,2.0,1600.0,16.0,0.356
372,64.0,2.0,800.0,512.0,0.651
373,64.0,2.0,800.0,256.0,0.679
374,64.0,2.0,800.0,128.0,0.565
375,64.0,2.0,800.0,64.0,0.762
376,64.0,2.0,800.0,32.0,0.806
377,64.0,2.0,800.0,16.0,0.95
378,64.0,2.0,400.0,512.0,0.832
379,64.0,2.0,400.0,256.0,0.688
380,64.0,2.0,400.0,128.0,0.717
381,64.0,2.0,400.0,64.0,0.935
382,64.0,2.0,400.0,32.0,0.922
383,64.0,2.0,400.0,16.0,0.892
384,64.0,2.0,200.0,512.0,0.774
385,64.0,2.0,200.0,256.0,0.878
386,64.0,2.0,200.0,128.0,0.916
387,64.0,2.0,200.0,64.0,0.988
388,64.0,2.0,200.0,32.0,0.868
389,64.0,2.0,200.0,16.0,0.903
390,64.0,2.0,100.0,512.0,0.719
391,64.0,2.0,100.0,256.0,0.884
392,64.0,2.0,100.0,128.0,0.903
393,64.0,2.0,100.0,64.0,0.919
394,64.0,2.0,100.0,32.0,0.987
395,64.0,2.0,100.0,16.0,0.906
396,64.0,1.0,3200.0,512.0,0.0
397,64.0,1.0,3200.0,256.0,0.285
398,64.0,1.0,3200.0,128.0,0.0
399,64.0,1.0,3200.0,64.0,0.0
400,64.0,1.0,3200.0,32.0,0.0
401,64.0,1.0,3200.0,16.0,0.665
402,64.0,1.0,1600.0,512.0,0.164
403,64.0,1.0,1600.0,256.0,0.579
404,64.0,1.0,1600.0,128.0,0.648
405,64.0,1.0,1600.0,64.0,0.164
406,64.0,1.0,1600.0,32.0,0.851
407,64.0,1.0,1600.0,16.0,0.358
408,64.0,1.0,800.0,512.0,0.967
409,64.0,1.0,800.0,256.0,0.666
410,64.0,1.0,800.0,128.0,0.966
411,64.0,1.0,800.0,64.0,0.913
412,64.0,1.0,800.0,32.0,0.805
413,64.0,1.0,800.0,16.0,0.953
414,64.0,1.0,400.0,512.0,0.536
415,64.0,1.0,400.0,256.0,0.842
416,64.0,1.0,400.0,128.0,0.876
417,64.0,1.0,400.0,64.0,0.916
418,64.0,1.0,400.0,32.0,0.874
419,64.0,1.0,400.0,16.0,0.983
420,64.0,1.0,200.0,512.0,0.843
421,64.0,1.0,200.0,256.0,0.959
422,64.0,1.0,200.0,128.0,0.879
423,64.0,1.0,200.0,64.0,0.87
424,64.0,1.0,200.0,32.0,0.884
425,64.0,1.0,200.0,16.0,0.961
426,64.0,1.0,100.0,512.0,0.95
427,64.0,1.0,100.0,256.0,0.818
428,64.0,1.0,100.0,128.0,0.946
429,64.0,1.0,100.0,64.0,0.898
430,64.0,1.0,100.0,32.0,0.919
431,64.0,1.0,100.0,16.0,0.949
432,32.0,32.0,3200.0,512.0,0.932
433,32.0,32.0,3200.0,256.0,0.0
434,32.0,32.0,3200.0,128.0,0.224
435,32.0,32.0,3200.0,64.0,0.0
436,32.0,32.0,3200.0,32.0,0.0
437,32.0,32.0,3200.0,16.0,0.0
438,32.0,32.0,1600.0,512.0,0.201
439,32.0,32.0,1600.0,256.0,0.974
440,32.0,32.0,1600.0,128.0,0.253
441,32.0,32.0,1600.0,64.0,0.526
442,32.0,32.0,1600.0,32.0,0.342
443,32.0,32.0,1600.0,16.0,0.423
444,32.0,32.0,800.0,512.0,0.569
445,32.0,32.0,800.0,256.0,0.533
446,32.0,32.0,800.0,128.0,0.514
447,32.0,32.0,800.0,64.0,0.578
448,32.0,32.0,800.0,32.0,0.967
449,32.0,32.0,800.0,16.0,0.708
450,32.0,32.0,400.0,512.0,0.553
451,32.0,32.0,400.0,256.0,0.916
452,32.0,32.0,400.0,128.0,0.843
453,32.0,32.0,400.0,64.0,0.84
454,32.0,32.0,400.0,32.0,0.924
455,32.0,32.0,400.0,16.0,0.818
456,32.0,32.0,200.0,512.0,0.738
457,32.0,32.0,200.0,256.0,0.945
458,32.0,32.0,200.0,128.0,0.872
459,32.0,32.0,200.0,64.0,0.848
460,32.0,32.0,200.0,32.0,0.888
461,32.0,32.0,200.0,16.0,0.965
462,32.0,32.0,100.0,512.0,0.831
463,32.0,32.0,100.0,256.0,0.985
464,32.0,32.0,100.0,128.0,0.992
465,32.0,32.0,100.0,64.0,0.902
466,32.0,32.0,100.0,32.0,0.898
467,32.0,32.0,100.0,16.0,0.937
468,32.0,16.0,3200.0,512.0,0.67
469,32.0,16.0,3200.0,256.0,0.0
470,32.0,16.0,3200.0,128.0,0.0
471,32.0,16.0,3200.0,64.0,0.122
472,32.0,16.0,3200.0,32.0,0.992
473,32.0,16.0,3200.0,16.0,0.687
474,32.0,16.0,1600.0,512.0,0.175
475,32.0,16.0,1600.0,256.0,0.539
476,32.0,16.0,1600.0,128.0,0.59
477,32.0,16.0,1600.0,64.0,0.6
478,32.0,16.0,1600.0,32.0,0.573
479,32.0,16.0,1600.0,16.0,0.423
480,32.0,16.0,800.0,512.0,0.963
481,32.0,16.0,800.0,256.0,0.723
482,32.0,16.0,800.0,128.0,0.773
483,32.0,16.0,800.0,64.0,0.634
484,32.0,16.0,800.0,32.0,0.807
485,32.0,16.0,800.0,16.0,0.611
486,32.0,16.0,400.0,512.0,0.516
487,32.0,16.0,400.0,256.0,0.671
488,32.0,16.0,400.0,128.0,0.813
489,32.0,16.0,400.0,64.0,0.911
490,32.0,16.0,400.0,32.0,0.866
491,32.0,16.0,400.0,16.0,0.971
492,32.0,16.0,200.0,512.0,0.846
493,32.0,16.0,200.0,256.0,0.814
494,32.0,16.0,200.0,128.0,0.851
495,32.0,16.0,200.0,64.0,0.839
496,32.0,16.0,200.0,32.0,0.885
497,32.0,16.0,200.0,16.0,0.979
498,32.0,16.0,100.0,512.0,0.707
499,32.0,16.0,100.0,256.0,0.829
500,32.0,16.0,100.0,128.0,0.979
501,32.0,16.0,100.0,64.0,1.0
502,32.0,16.0,100.0,32.0,0.906
503,32.0,16.0,100.0,16.0,0.953
504,32.0,8.0,3200.0,512.0,0.739
505,32.0,8.0,3200.0,256.0,0.0
506,32.0,8.0,3200.0,128.0,0.278
507,32.0,8.0,3200.0,64.0,0.0
508,32.0,8.0,3200.0,32.0,0.0
509,32.0,8.0,3200.0,16.0,0.949
510,32.0,8.0,1600.0,512.0,0.092
511,32.0,8.0,1600.0,256.0,0.801
512,32.0,8.0,1600.0,128.0,0.839
513,32.0,8.0,1600.0,64.0,0.821
514,32.0,8.0,1600.0,32.0,0.778
515,32.0,8.0,1600.0,16.0,0.983
516,32.0,8.0,800.0,512.0,0.942
517,32.0,8.0,800.0,256.0,0.751
518,32.0,8.0,800.0,128.0,0.904
519,32.0,8.0,800.0,64.0,0.594
520,32.0,8.0,800.0,32.0,0.66
521,32.0,8.0,800.0,16.0,0.97
522,32.0,8.0,400.0,512.0,0.651
523,32.0,8.0,400.0,256.0,0.882
524,32.0,8.0,400.0,128.0,0.943
525,32.0,8.0,400.0,64.0,0.837
526,32.0,8.0,400.0,32.0,0.873
527,32.0,8.0,400.0,16.0,0.968
528,32.0,8.0,200.0,512.0,0.986
529,32.0,8.0,200.0,256.0,0.909
530,32.0,8.0,200.0,128.0,0.863
531,32.0,8.0,200.0,64.0,0.998
532,32.0,8.0,200.0,32.0,0.99
533,32.0,8.0,200.0,16.0,0.943
534,32.0,8.0,100.0,512.0,0.992
535,32.0,8.0,100.0,256.0,0.852
536,32.0,8.0,100.0,128.0,0.951
537,32.0,8.0,100.0,64.0,0.911
538,32.0,8.0,100.0,32.0,0.918
539,32.0,8.0,100.0,16.0,0.973
540,32.0,4.0,3200.0,512.0,0.495
541,32.0,4.0,3200.0,256.0,0.384
542,32.0,4.0,3200.0,128.0,0.0
543,32.0,4.0,3200.0,64.0,0.372
544,32.0,4.0,3200.0,32.0,0.0
545,32.0,4.0,3200.0,16.0,0.0
546,32.0,4.0,1600.0,512.0,0.331
547,32.0,4.0,1600.0,256.0,0.345
548,32.0,4.0,1600.0,128.0,0.589
549,32.0,4.0,1600.0,64.0,0.876
550,32.0,4.0,1600.0,32.0,0.205
551,32.0,4.0,1600.0,16.0,0.189
552,32.0,4.0,800.0,512.0,0.857
553,32.0,4.0,800.0,256.0,0.98
554,32.0,4.0,800.0,128.0,0.815
555,32.0,4.0,800.0,64.0,0.979
556,32.0,4.0,800.0,32.0,0.747
557,32.0,4.0,800.0,16.0,0.688
558,32.0,4.0,400.0,512.0,0.678
559,32.0,4.0,400.0,256.0,0.982
560,32.0,4.0,400.0,128.0,0.772
561,32.0,4.0,400.0,64.0,0.915
562,32.0,4.0,400.0,32.0,0.882
563,32.0,4.0,400.0,16.0,0.992
564,32.0,4.0,200.0,512.0,0.645
565,32.0,4.0,200.0,256.0,0.79
566,32.0,4.0,200.0,128.0,0.949
567,32.0,4.0,200.0,64.0,0.891
568,32.0,4.0,200.0,32.0,0.969
569,32.0,4.0,200.0,16.0,0.992
570,32.0,4.0,100.0,512.0,0.827
571,32.0,4.0,100.0,256.0,0.912
572,32.0,4.0,100.0,128.0,0.892
573,32.0,4.0,100.0,64.0,0.939
574,32.0,4.0,100.0,32.0,0.991
575,32.0,4.0,100.0,16.0,0.95
576,32.0,2.0,3200.0,512.0,0.518
577,32.0,2.0,3200.0,256.0,0.0
578,32.0,2.0,3200.0,128.0,0.749
579,32.0,2.0,3200.0,64.0,0.112
580,32.0,2.0,3200.0,32.0,0.928
581,32.0,2.0,3200.0,16.0,0.0
582,32.0,2.0,1600.0,512.0,0.367
583,32.0,2.0,1600.0,256.0,0.569
584,32.0,2.0,1600.0,128.0,0.781
585,32.0,2.0,1600.0,64.0,0.506
586,32.0,2.0,1600.0,32.0,0.995
587,32.0,2.0,1600.0,16.0,0.564
588,32.0,2.0,800.0,512.0,0.52
589,32.0,2.0,800.0,256.0,0.519
590,32.0,2.0,800.0,128.0,0.523
591,32.0,2.0,800.0,64.0,0.762
592,32.0,2.0,800.0,32.0,0.606
593,32.0,2.0,800.0,16.0,0.921
594,32.0,2.0,400.0,512.0,0.934
595,32.0,2.0,400.0,256.0,0.761
596,32.0,2.0,400.0,128.0,0.852
597,32.0,2.0,400.0,64.0,0.987
598,32.0,2.0,400.0,32.0,0.916
599,32.0,2.0,400.0,16.0,0.868
600,32.0,2.0,200.0,512.0,0.965
601,32.0,2.0,200.0,256.0,0.884
602,32.0,2.0,200.0,128.0,0.99
603,32.0,2.0,200.0,64.0,0.903
604,32.0,2.0,200.0,32.0,0.919
605,32.0,2.0,200.0,16.0,0.875
606,32.0,2.0,100.0,512.0,0.778
607,32.0,2.0,100.0,256.0,0.854
608,32.0,2.0,100.0,128.0,0.938
609,32.0,2.0,100.0,64.0,0.984
610,32.0,2.0,100.0,32.0,0.979
611,32.0,2.0,100.0,16.0,0.978
612,32.0,1.0,3200.0,512.0,0.534
613,32.0,1.0,3200.0,256.0,0.0
614,32.0,1.0,3200.0,128.0,0.0
615,32.0,1.0,3200.0,64.0,0.317
616,32.0,1.0,3200.0,32.0,0.0
617,32.0,1.0,3200.0,16.0,0.0
618,32.0,1.0,1600.0,512.0,0.085
619,32.0,1.0,1600.0,256.0,0.082
620,32.0,1.0,1600.0,128.0,0.575
621,32.0,1.0,1600.0,64.0,0.904
